"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"7892-Prihod od izvansudskih nagodbi","789-Ostali prihodi (npr. veliki besplatni primitak, prihod...","7892","789","0","Expense Account","Expense","EUR"
"7893-Izvanredni prihodi od naknada šteta","789-Ostali prihodi (npr. veliki besplatni primitak, prihod...","7893","789","0","Expense Account","Expense","EUR"
"7894-Ostali nepredviđeni prihodi","789-Ostali prihodi (npr. veliki besplatni primitak, prihod...","7894","789","0","Expense Account","Expense","EUR"
"79-RAZLIKA PRIHODA I RASHODA FINANCIJSKE GODINE","7-POKRIĆE RASHODA I PRIHODI RAZDOBLJA","79","7","0","Expense Account","Expense","EUR"
"790-Razlika prihoda i rashoda (iz cjelokupnog poslovanja)","79-RAZLIKA PRIHODA I RASHODA FINANCIJSKE GODINE","790","79","1","","Expense","EUR"
"8-FINANCIJSKI REZULTAT POSLOVANJA","Expenses","8","","0","Expense Account","Expense","EUR"
"80-DOBITAK ILI GUBITAK RAZDOBLJA","8-FINANCIJSKI REZULTAT POSLOVANJA","80","8","1","","Expense","EUR"
"800-Dobitak prije oporezivanja","80-DOBITAK ILI GUBITAK RAZDOBLJA","800","80","1","","Expense","EUR"
"801-Gubitak prije oporezivanja","80-DOBITAK ILI GUBITAK RAZDOBLJA","801","80","0","Expense Account","Expense","EUR"
"803-Porez na dobitak (gubitak)","80-DOBITAK ILI GUBITAK RAZDOBLJA","803","80","0","Expense Account","Expense","EUR"
"804-Dobitak ili gubitak razdoblja","80-DOBITAK ILI GUBITAK RAZDOBLJA","804","80","0","Expense Account","Expense","EUR"
"8040-Dobitak razdoblja (poslije poreza)","804-Dobitak ili gubitak razdoblja","8040","804","1","","Expense","EUR"
"8041-Gubitak razdoblja","804-Dobitak ili gubitak razdoblja","8041","804","0","Expense Account","Expense","EUR"
"81-DOBITAK ILI GUBITAK PREKINUTOG POSLOVANJA PRIJE...","8-FINANCIJSKI REZULTAT POSLOVANJA","81","8","0","Expense Account","Expense","EUR"
"810-Dobitak prekinutog poslovanja prije oporezivanja","81-DOBITAK ILI GUBITAK PREKINUTOG POSLOVANJA PRIJE...","810","81","1","","Expense","EUR"
"811-Gubitak prekinutog poslovanja prije oporezivanja","81-DOBITAK ILI GUBITAK PREKINUTOG POSLOVANJA PRIJE...","811","81","0","Expense Account","Expense","EUR"
"812-Porez na dobitak (gubitak) prekinutog poslovanja","81-DOBITAK ILI GUBITAK PREKINUTOG POSLOVANJA PRIJE...","812","81","0","Expense Account","Expense","EUR"
"813-Dobit ili gubitak prekinutog poslovanja","81-DOBITAK ILI GUBITAK PREKINUTOG POSLOVANJA PRIJE...","813","81","0","Expense Account","Expense","EUR"
"8130-Dobitak prekinutog poslovanja za razdoblje (poslije poreza)","813-Dobit ili gubitak prekinutog poslovanja","8130","813","1","","Expense","EUR"
"8131-Gubitak prekinutog poslovanja za razdoblje","813-Dobit ili gubitak prekinutog poslovanja","8131","813","0","Expense Account","Expense","EUR"
"82-DOBITAK ILI GUBITAK UKUPNOG POSLOVANJA PRIJE...","8-FINANCIJSKI REZULTAT POSLOVANJA","82","8","0","Expense Account","Expense","EUR"
"820-Dobitak prije oporezivanja","82-DOBITAK ILI GUBITAK UKUPNOG POSLOVANJA PRIJE...","820","82","1","","Expense","EUR"
"821-Gubitak prije oporezivanja","82-DOBITAK ILI GUBITAK UKUPNOG POSLOVANJA PRIJE...","821","82","0","Expense Account","Expense","EUR"
"822-Porez na dobitak (gubitak)","82-DOBITAK ILI GUBITAK UKUPNOG POSLOVANJA PRIJE...","822","82","0","Expense Account","Expense","EUR"
"823-Dobitak ili gubitak razdoblja","82-DOBITAK ILI GUBITAK UKUPNOG POSLOVANJA PRIJE...","823","82","0","Expense Account","Expense","EUR"
"8230-Dobitak razdoblja (poslije poreza)","823-Dobitak ili gubitak razdoblja","8230","823","1","","Expense","EUR"
"8231-Gubitak razdoblja","823-Dobitak ili gubitak razdoblja","8231","823","0","Expense Account","Expense","EUR"
"83-DOBITAK ILI GUBITAK RAZDOBLJA KOJI PRIPADA DRUGIMA","8-FINANCIJSKI REZULTAT POSLOVANJA","83","8","0","Expense Account","Expense","EUR"
"830-Dobitak pripisan imateljima kapitala matice","83-DOBITAK ILI GUBITAK RAZDOBLJA KOJI PRIPADA DRUGIMA","830","83","1","","Expense","EUR"
"831-Gubitak koji tereti imatelje kapitala matice","83-DOBITAK ILI GUBITAK RAZDOBLJA KOJI PRIPADA DRUGIMA","831","83","0","Expense Account","Expense","EUR"
"832-Dobitak pripisan manjinskom interesu","83-DOBITAK ILI GUBITAK RAZDOBLJA KOJI PRIPADA DRUGIMA","832","83","0","Expense Account","Expense","EUR"
"833-Gubitak koji tereti manjinski interes","83-DOBITAK ILI GUBITAK RAZDOBLJA KOJI PRIPADA DRUGIMA","833","83","0","Expense Account","Expense","EUR"
"9-KAPITAL I PRIČUVE TE IZVANBILANČNI ZAPISI","Income","9","","0","Income Account","Income","EUR"
"90-TEMELJNI – (UPISANI) KAPITAL","9-KAPITAL I PRIČUVE TE IZVANBILANČNI ZAPISI","90","9","1","","Income","EUR"
"900-Upisani temeljni kapital koji je plaćen","90-TEMELJNI – (UPISANI) KAPITAL","900","90","1","","Income","EUR"
"9000-Upisani temeljni kapital članova d.o.o. (analitika po...","900-Upisani temeljni kapital koji je plaćen","9000","900","1","","Income","EUR"
"9001-Temeljni dionički kapital (obične dionice)","900-Upisani temeljni kapital koji je plaćen","9001","900","0","Income Account","Income","EUR"
"9002-Temeljni dionički kapital (povlaštene dionice)","900-Upisani temeljni kapital koji je plaćen","9002","900","0","Income Account","Income","EUR"
"9003-Temeljni kapital iz predstečajne nagodbe","900-Upisani temeljni kapital koji je plaćen","9003","900","0","Income Account","Income","EUR"
"9004-Temeljni kapital j.d.o.o.-a","900-Upisani temeljni kapital koji je plaćen","9004","900","0","Income Account","Income","EUR"
"9008-Temeljni kapital iz reinvestiranog dobitka (čl. 6. st....","900-Upisani temeljni kapital koji je plaćen","9008","900","0","Income Account","Income","EUR"
"901-Upisani temeljni kapital manjinskih članova","90-TEMELJNI – (UPISANI) KAPITAL","901","90","0","Income Account","Income","EUR"
"902-Upisani kapital koji nije plaćen","90-TEMELJNI – (UPISANI) KAPITAL","902","90","0","Income Account","Income","EUR"
"9020-Upisani temeljni kapital koji je pozvan za uplatu...","902-Upisani kapital koji nije plaćen","9020","902","1","","Income","EUR"
"9021-Odobreni temeljni kapital","902-Upisani kapital koji nije plaćen","9021","902","0","Income Account","Income","EUR"
"903-Kapital (ulozi) članova javnog trgovačkog društva","90-TEMELJNI – (UPISANI) KAPITAL","903","90","0","Income Account","Income","EUR"
"904-Kapital (ulozi) komanditora komanditnog društva","90-TEMELJNI – (UPISANI) KAPITAL","904","90","0","Income Account","Income","EUR"
"905-Državni kapital u udjelima","90-TEMELJNI – (UPISANI) KAPITAL","905","90","0","Income Account","Income","EUR"
"906-Kapital članova zadruge","90-TEMELJNI – (UPISANI) KAPITAL","906","90","0","Income Account","Income","EUR"
"91-KAPITALNE PRIČUVE","9-KAPITAL I PRIČUVE TE IZVANBILANČNI ZAPISI","91","9","0","Income Account","Income","EUR"
"910-Uplaćeni udjeli – dionice iznad svote temeljnog kapitala","91-KAPITALNE PRIČUVE","910","91","1","","Income","EUR"
"911-Kapitalne pričuve iz dodatnih uplata radi stjecanja...","91-KAPITALNE PRIČUVE","911","91","0","Income Account","Income","EUR"
"912-Kapitalne pričuve iz uplata dodatnih činidbi","91-KAPITALNE PRIČUVE","912","91","0","Income Account","Income","EUR"
"913-Kapitalne pričuve iz ostatka pri smanjenju temeljnog...","91-KAPITALNE PRIČUVE","913","91","0","Income Account","Income","EUR"
"914-Kapitalne pričuve iz drugih izvora","91-KAPITALNE PRIČUVE","914","91","0","Income Account","Income","EUR"
"915-Kapitalni dobitak od vlastitih udjela – dionica","91-KAPITALNE PRIČUVE","915","91","0","Income Account","Income","EUR"
"916-Kapitalni dobitak na prodane emitirane dionice","91-KAPITALNE PRIČUVE","916","91","0","Income Account","Income","EUR"
"917-Kapitalne pričuve iz ulaganja tajnog člana društva (čl....","91-KAPITALNE PRIČUVE","917","91","0","Income Account","Income","EUR"
"918-Kapitalni gubitci iz vlastitih dionica i udjela","91-KAPITALNE PRIČUVE","918","91","0","Income Account","Income","EUR"
"919-Kapital iz ulaganja obrtnika dobitaša","91-KAPITALNE PRIČUVE","919","91","0","Income Account","Income","EUR"
"92-PRIČUVE IZ DOBITKA","9-KAPITAL I PRIČUVE TE IZVANBILANČNI ZAPISI","92","9","0","Income Account","Income","EUR"
"920-Zakonske pričuve","92-PRIČUVE IZ DOBITKA","920","92","1","","Income","EUR"
"9200-Pričuve prema ZTD","920-Zakonske pričuve","9200","920","1","","Income","EUR"
"9201-Pričuve za povećanje temeljnog kapitala","920-Zakonske pričuve","9201","920","0","Income Account","Income","EUR"
"9202-Pričuve za pokriće gubitka","920-Zakonske pričuve","9202","920","0","Income Account","Income","EUR"
"9204-Pričuve u j.d.o.o. za povećanje t.k. (čl. 390. a) ZTD-a)","920-Zakonske pričuve","9204","920","0","Income Account","Income","EUR"
"9205-Pričuve u zadruzi (čl. 37. st. 2. Zakona o zadrugama)","920-Zakonske pričuve","9205","920","0","Income Account","Income","EUR"
"921-Pričuve za vlastite dionice i udjele (čl. 233. i 406.a...","92-PRIČUVE IZ DOBITKA","921","92","0","Income Account","Income","EUR"
"9210-Pričuve za opcijske dionice za zaposlenike","921-Pričuve za vlastite dionice i udjele (čl. 233. i 406.a...","9210","921","1","","Income","EUR"
"9211-Pričuve za otkupljene dionice radi obeštećenja dioničara","921-Pričuve za vlastite dionice i udjele (čl. 233. i 406.a...","9211","921","0","Income Account","Income","EUR"
"9212-Pričuve za otkup dionica da bi se spriječila šteta i dr.","921-Pričuve za vlastite dionice i udjele (čl. 233. i 406.a...","9212","921","0","Income Account","Income","EUR"
"9213-Pričuve za vlastite (trezorske) dionice","921-Pričuve za vlastite dionice i udjele (čl. 233. i 406.a...","9213","921","0","Income Account","Income","EUR"
"9214-Pričuve za vlastite udjele u d.o.o.","921-Pričuve za vlastite dionice i udjele (čl. 233. i 406.a...","9214","921","0","Income Account","Income","EUR"
"922-Vlastite dionice i udjeli (odbitna – dugovna stavka)","92-PRIČUVE IZ DOBITKA","922","92","0","Income Account","Income","EUR"
"9220-Otkupljene vlastite dionice","922-Vlastite dionice i udjeli (odbitna – dugovna stavka)","9220","922","1","","Income","EUR"
"9221-Otkupljeni vlastiti udjeli","922-Vlastite dionice i udjeli (odbitna – dugovna stavka)","9221","922","0","Income Account","Income","EUR"
"9222-Vlastite dionice za opcijsku namjenu","922-Vlastite dionice i udjeli (odbitna – dugovna stavka)","9222","922","0","Income Account","Income","EUR"
"9223-Isplata - amortizacija udjela po tržišnoj vrijednosti...","922-Vlastite dionice i udjeli (odbitna – dugovna stavka)","9223","922","0","Income Account","Income","EUR"
"923-Statutarne pričuve","92-PRIČUVE IZ DOBITKA","923","92","0","Income Account","Income","EUR"
"9230-Pričuve za održavanje financijske stabilnosti društva,...","923-Statutarne pričuve","9230","923","1","","Income","EUR"
"9231-Pričuve za restrukturiranje","923-Statutarne pričuve","9231","923","0","Income Account","Income","EUR"
"9232-Pričuve radi održavanja boniteta strukture izvora...","923-Statutarne pričuve","9232","923","0","Income Account","Income","EUR"
"924-Ostale pričuve","92-PRIČUVE IZ DOBITKA","924","92","0","Income Account","Income","EUR"
"9240-Pričuve za pokriće gubitka u poslovanju","924-Ostale pričuve","9240","924","1","","Income","EUR"
"9241-Pričuve za nagrade i sl.","924-Ostale pričuve","9241","924","0","Income Account","Income","EUR"
"9242-Slobodne pričuve iz neraspoređenog dobitka","924-Ostale pričuve","9242","924","0","Income Account","Income","EUR"
"9243-Pričuve za nerealizirane dobitke iz udjela","924-Ostale pričuve","9243","924","0","Income Account","Income","EUR"
"9244-Pričuve za razvoj zadruge","924-Ostale pričuve","9244","924","0","Income Account","Income","EUR"
"93-REVALORIZACIJSKE PRIČUVE I PRIČUVE FER VRIJEDNOSTI","9-KAPITAL I PRIČUVE TE IZVANBILANČNI ZAPISI","93","9","0","Income Account","Income","EUR"
"930-Revalorizacijske pričuve s osnove revalorizacije...","93-REVALORIZACIJSKE PRIČUVE I PRIČUVE FER VRIJEDNOSTI","930","93","1","","Income","EUR"
"9300-Revalorizacijske pričuve iz procjene dugotrajne...","930-Revalorizacijske pričuve s osnove revalorizacije...","9300","930","1","","Income","EUR"
"9301-Revalorizacijske pričuve iz razdoblja od 2001. do 2004.","930-Revalorizacijske pričuve s osnove revalorizacije...","9301","930","0","Income Account","Income","EUR"
"9302-Revalorizacijske pričuve nastale do kraja 2000.","930-Revalorizacijske pričuve s osnove revalorizacije...","9302","930","0","Income Account","Income","EUR"
"931-Pričuve fer vrijednosti","93-REVALORIZACIJSKE PRIČUVE I PRIČUVE FER VRIJEDNOSTI","931","93","0","Income Account","Income","EUR"
"9310-Pričuve iz utvrđivanja fer vrijednosti financijske...","931-Pričuve fer vrijednosti","9310","931","1","","Income","EUR"
"9312-Pričuve iz učinkovite zaštite novčanog toka","931-Pričuve fer vrijednosti","9312","931","0","Income Account","Income","EUR"
"9313-Pričuve iz učinkovitog dijela zaštite neto ulaganja u...","931-Pričuve fer vrijednosti","9313","931","0","Income Account","Income","EUR"
"932-Tečajne razlike iz preračuna inozemnog poslovanja","93-REVALORIZACIJSKE PRIČUVE I PRIČUVE FER VRIJEDNOSTI","932","93","0","Income Account","Income","EUR"
"933-Udio u ostaloj sveobuhvatnoj dobiti/gubitku društava...","93-REVALORIZACIJSKE PRIČUVE I PRIČUVE FER VRIJEDNOSTI","933","93","0","Income Account","Income","EUR"
"934-Aktuarski dobici/gubici po planovima definiranih primanja","93-REVALORIZACIJSKE PRIČUVE I PRIČUVE FER VRIJEDNOSTI","934","93","0","Income Account","Income","EUR"
"935-Ostale nevlasničke promjene kapitala","93-REVALORIZACIJSKE PRIČUVE I PRIČUVE FER VRIJEDNOSTI","935","93","0","Income Account","Income","EUR"
"94-ZADRŽANI DOBITAK ILI PRENESENI GUBITAK","9-KAPITAL I PRIČUVE TE IZVANBILANČNI ZAPISI","94","9","0","Income Account","Income","EUR"
"940-Zadržani dobitak (iz prethodnih godina)","94-ZADRŽANI DOBITAK ILI PRENESENI GUBITAK","940","94","1","","Income","EUR"
"9400-Zadržani dobitci ostvareni do kraja 2000.","940-Zadržani dobitak (iz prethodnih godina)","9400","940","1","","Income","EUR"
"94000-Zadržani dobitak članova društva (analitika po članovima)","9400-Zadržani dobitci ostvareni do kraja 2000.","94000","9400","1","","Income","EUR"
"94001-Zadržani dobitak – neisplaćena dividenda","9400-Zadržani dobitci ostvareni do kraja 2000.","94001","9400","0","Income Account","Income","EUR"
"94002-Zadržani dobitak koji se izuzima od isplate (npr. za...","9400-Zadržani dobitci ostvareni do kraja 2000.","94002","9400","0","Income Account","Income","EUR"
"94003-Zadržani dobitak koji čeka raspored","9400-Zadržani dobitci ostvareni do kraja 2000.","94003","9400","0","Income Account","Income","EUR"
"94004-Zadržani dobitak za privatne troškove članova društva","9400-Zadržani dobitci ostvareni do kraja 2000.","94004","9400","0","Income Account","Income","EUR"
"94005-Zadržani dobitak za manjinske članove društva","9400-Zadržani dobitci ostvareni do kraja 2000.","94005","9400","0","Income Account","Income","EUR"
"94006-Zadržani dobitak tajnog člana društva","9400-Zadržani dobitci ostvareni do kraja 2000.","94006","9400","0","Income Account","Income","EUR"
"9401-Zadržani dobitak iz 2001. do 2004.","940-Zadržani dobitak (iz prethodnih godina)","9401","940","0","Income Account","Income","EUR"
"94010-Zadržani dobitak članova društva (analitika po članovima...","9401-Zadržani dobitak iz 2001. do 2004.","94010","9401","1","","Income","EUR"
"9402-Zadržani dobitak iz 2005. do 2011.","940-Zadržani dobitak (iz prethodnih godina)","9402","940","0","Income Account","Income","EUR"
"94020-Zadržani dobitak (analitika po članovima – dioničarima)","9402-Zadržani dobitak iz 2005. do 2011.","94020","9402","1","","Income","EUR"
"94021-Neraspoređeni zadržani dobitak","9402-Zadržani dobitak iz 2005. do 2011.","94021","9402","0","Income Account","Income","EUR"
"9403-Zadržani dobitak iz 2012. i poslije","940-Zadržani dobitak (iz prethodnih godina)","9403","940","0","Income Account","Income","EUR"
"9405-Zadržani dobitak za posebnu namjenu – npr. za namjeru...","940-Zadržani dobitak (iz prethodnih godina)","9405","940","0","Income Account","Income","EUR"
"9406-Zadržani dobitak oblikovan iz realizirane rev. pričuve","940-Zadržani dobitak (iz prethodnih godina)","9406","940","0","Income Account","Income","EUR"
"9407-Zadržani dobitak po prijedlogu uprave i N.O.","940-Zadržani dobitak (iz prethodnih godina)","9407","940","0","Income Account","Income","EUR"
